gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Pocillopora_acuta_KBHIv2___RNAseq.g22669.t1,474.8080993,7.648969814,0.226464171,31.19260449,1.34E-213,2.65E-210,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g2776.t1,24.47781566,7.612469784,0.419236316,16.76263964,4.58E-63,4.07E-61,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8533.t1,21.77537469,7.548927911,0.417375265,16.68514164,1.68E-62,1.46E-60,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g6861.t1b,39.19938756,7.528071144,0.414054821,16.76857336,4.14E-63,3.72E-61,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22317.t1,38.00728297,7.514747461,0.401808423,17.24649003,1.19E-66,1.18E-64,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21793.t1a,491.2491152,7.453834114,0.156396846,43.9195022,0,0,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9541.t1,37.56437073,7.443239809,0.404946655,16.93624883,2.43E-64,2.27E-62,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12352.t1,22.11228543,7.439010197,0.42376708,16.17409192,7.68E-59,6.10E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20219.t1,25.58433959,7.424983759,0.429395631,15.92941511,3.96E-57,3.00E-55,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19452.t1,36.77635777,7.423482161,0.398875587,17.14449287,6.91E-66,6.71E-64,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25641.t1,61.19681116,7.411781902,0.407621633,16.74793201,5.86E-63,5.18E-61,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29336.t1,31.13324021,7.401504901,0.408092154,16.70343899,1.24E-62,1.09E-60,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30967.t1,22.74028636,7.39105868,0.419526619,16.22327613,3.45E-59,2.79E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19817.t1,43.64081766,7.285385491,0.40974331,16.35273311,4.16E-60,3.42E-58,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23532.t1,592.5758755,7.229818845,0.295943404,22.45313212,1.19E-111,3.48E-109,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25648.t1,19.69604603,7.207436623,0.411228124,16.10413717,2.39E-58,1.84E-56,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17714.t1,57.81497207,7.109822427,0.369645717,17.65165839,9.88E-70,1.07E-67,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29338.t1,17.73404925,7.033649557,0.428473869,15.05036253,3.43E-51,2.29E-49,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8978.t1,38.15446316,6.981066072,0.431929754,14.80820321,1.30E-49,8.29E-48,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1342.t1,15.40099406,6.931016003,0.407470346,15.57427077,1.09E-54,7.77E-53,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18264.t1,24.42164722,6.893604218,0.447696524,14.09133506,4.29E-45,2.39E-43,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1049.t1,40.57657008,6.872828165,0.429268404,14.64786509,1.39E-48,8.52E-47,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7172.t1,26.3787072,6.826174798,0.403993964,15.44877611,7.69E-54,5.36E-52,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g21372.t1,22.1302259,6.779025748,0.431970947,14.33907371,1.25E-46,7.34E-45,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15184.t1,33.46623442,6.775817385,0.511351947,12.10683742,9.72E-34,4.01E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18390.t1,162.889913,6.774357185,0.271238848,22.81898311,2.97E-115,9.60E-113,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18792.t1,151.0932656,6.773999801,0.292317387,21.17232011,1.72E-99,3.87E-97,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13324.t1b,102.3016301,6.766930938,0.375991052,16.44179671,9.60E-61,7.98E-59,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4293.t1,77.77973438,6.721231891,0.455440512,13.4732621,2.25E-41,1.14E-39,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9682.t1,15.743605,6.633079106,0.427471658,14.1485792,1.91E-45,1.07E-43,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13324.t1c,25.22932536,6.628844112,0.40798254,14.81406928,1.19E-49,7.62E-48,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25649.t1,12.98461987,6.582502339,0.473950531,12.65435831,1.06E-36,4.77E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17981.t1,24.36693606,6.540755207,0.396737816,15.01191081,6.14E-51,4.02E-49,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23760.t1,1084.409927,6.49482245,0.604078095,9.783271404,1.33E-22,3.91E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7348.t1,133.3105269,6.492395903,0.238794234,24.73859315,4.11E-135,1.92E-132,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g30968.t1,30.92837618,6.40427261,0.396438054,14.6789897,8.79E-49,5.42E-47,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g9085.t1,474.3364542,6.355500403,0.220840687,26.1298676,1.67E-150,1.10E-147,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11099.t1,43.7418676,6.337270984,0.325511259,17.6716114,6.94E-70,7.57E-68,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12355.t1,74.77384797,6.282387749,0.302744339,18.8192627,5.25E-79,7.24E-77,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5504.t1,341.5532118,6.253018427,0.494011989,11.47351896,1.79E-30,6.69E-29,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g5931.t1,19.18207217,6.247389675,0.448907746,12.61378807,1.77E-36,7.90E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16845.t1,18.52552814,6.23153733,0.444443626,12.70481677,5.56E-37,2.52E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20253.t1,11.6158325,6.218864335,0.410113589,13.7374181,6.06E-43,3.16E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19813.t1,26.05987959,6.175275487,0.395037325,14.15135388,1.83E-45,1.04E-43,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12631.t1,12.69907915,6.151016279,0.427624788,13.01620939,9.90E-39,4.69E-37,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g14919.t1,8.974608562,6.145519809,0.414577992,13.41257235,5.10E-41,2.55E-39,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3632.t1,9.442496241,6.140784871,0.412784952,13.45936265,2.71E-41,1.37E-39,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16733.t1,14.93792127,5.994372556,0.421669846,12.82854372,1.13E-37,5.24E-36,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g11365.t1,651.4214644,5.990918764,0.280729151,19.25683974,1.24E-82,1.91E-80,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12292.t1,17.61105044,5.981005306,0.421007195,12.81698477,1.32E-37,6.05E-36,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18896.t1,9.828286402,5.969878124,0.433132123,12.43250116,1.74E-35,7.51E-34,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g27105.t1,60.10735613,5.927236723,0.239628594,22.29397638,4.23E-110,1.16E-107,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11522.t1,27.8409916,5.922493169,0.374582546,14.24927758,4.53E-46,2.61E-44,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8800.t1,63.51851682,5.891867244,0.321886423,16.48688595,4.56E-61,3.84E-59,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g31286.t1c,199.0496449,5.862245488,0.250587564,21.05963644,1.87E-98,4.04E-96,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21793.t1b,895.5656428,5.859667025,0.169134793,31.18639534,1.63E-213,2.90E-210,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24145.t1a,98.47124242,5.840560176,0.201544796,26.07657342,6.72E-150,4.27E-147,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2618.t1,41.80559803,5.827848646,0.28054312,18.68834335,6.16E-78,8.29E-76,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.11590_t,33.01963704,5.724159858,0.288078087,17.8395983,3.48E-71,3.89E-69,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g27519.t1,85.41451367,5.69461832,0.267807921,19.07955447,3.73E-81,5.53E-79,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17701.t1,20.72373221,5.6906833,0.417939684,12.21640583,2.54E-34,1.06E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5105.t1,54.84127935,5.672363151,0.217245124,23.41778978,2.82E-121,1.04E-118,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20873.t1,18.14184365,5.646633104,0.354430034,14.28115601,2.87E-46,1.67E-44,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3568.t1,274.9079068,5.630668066,0.427635458,11.79908138,3.95E-32,1.53E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4699.t1,33.91234982,5.597795425,0.27868537,17.98742765,2.44E-72,2.82E-70,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21511.t1,20.63263731,5.588646444,0.415987999,12.0284334,2.52E-33,1.02E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2641.t1,24.74617836,5.557781314,0.350984183,14.16821343,1.44E-45,8.24E-44,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g31692.t1,10.67206171,5.540289758,0.412231418,12.02074136,2.76E-33,1.12E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2452.t1,95.22519404,5.487148915,0.255142689,19.21350923,2.85E-82,4.37E-80,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g31359.t1,32.98419114,5.42119683,0.378764859,12.7684346,2.46E-37,1.13E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7333.t2,82.80520508,5.393763219,0.367972294,13.06837716,4.99E-39,2.37E-37,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30518.t2,27.97706412,5.260904216,0.420156774,11.12904041,9.06E-29,3.21E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15944.t1,14.40510254,5.221285948,0.388016737,11.9487718,6.59E-33,2.61E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9735.t1,16.07151017,5.218590159,0.367896388,12.59492567,2.25E-36,1.00E-34,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5503.t1,64.6866476,5.21622587,0.307149748,15.0781936,2.25E-51,1.51E-49,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g1378.t1,89.23825143,5.20631456,0.1483008,31.16201714,3.49E-213,5.63E-210,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2470.t1,84.32422524,5.204011543,0.175145822,26.37259057,2.83E-153,1.93E-150,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g13571.t1,19.50635599,5.202790485,0.345662225,13.35936545,1.04E-40,5.20E-39,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20361.t1,46.05315438,5.172015518,0.28752618,15.95351429,2.69E-57,2.05E-55,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3108.t1b,14.40873499,5.167114445,0.390812157,11.72469141,9.52E-32,3.66E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19805.t1,10.8338003,5.160189223,0.421104243,10.86483169,1.70E-27,5.75E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19808.t1,16.76883839,5.131110418,0.413261367,11.0006603,3.79E-28,1.31E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g12488.t2,130.1404968,5.043519767,0.147098813,30.3099473,8.48E-202,1.26E-198,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21595.t1,11.22672416,4.969573302,0.408412928,10.73572971,6.92E-27,2.32E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3779.t1,101.7866506,4.914910863,0.156078406,27.74213594,2.17E-169,1.68E-166,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g520.t1,11.42555882,4.899017398,0.405733183,10.63273866,2.10E-26,6.95E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22403.t1,37.97481513,4.890523149,0.261103725,16.48984766,4.34E-61,3.67E-59,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5107.t1a,46.12947581,4.865170109,0.186078133,23.00220634,4.43E-117,1.46E-114,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g15306.t1,130.7609048,4.84291416,0.140767827,30.24804567,5.54E-201,7.57E-198,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16800.t1,12.26331914,4.767597021,0.393998291,10.6158697,2.51E-26,8.31E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23533.t1,43.15368466,4.735249801,0.249088356,16.66190815,2.48E-62,2.14E-60,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g30849.t1,29.63135062,4.72132708,0.47669739,8.677128645,4.06E-18,1.05E-16,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6119.t1,122.9514542,4.707551447,0.254757664,16.18239423,6.71E-59,5.35E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21892.t1,15.25301947,4.703141379,0.395853416,10.40329251,2.40E-25,7.66E-24,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18855.t1,49.46247915,4.69204627,0.235595343,17.43278845,4.65E-68,4.89E-66,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23833.t1,53.15282787,4.630263456,0.295508617,13.68928256,1.18E-42,6.12E-41,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g11437.t1,1076.951345,4.614417304,0.31887428,12.63649991,1.33E-36,5.95E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4532.t1,11.75852978,4.596816585,0.332629051,12.06104541,1.70E-33,6.96E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17707.t1,13.9469619,4.591226222,0.343373743,11.66735605,1.87E-31,7.17E-30,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25576.t1,24.95894643,4.521220494,0.254817123,15.44738415,7.86E-54,5.45E-52,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17822.t1,33.89699532,4.509932194,0.21513616,18.24411899,2.30E-74,2.88E-72,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25113.t1,391.9167334,4.485763718,0.129632131,30.09131441,6.29E-199,7.99E-196,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g2549.t1c,273.5021496,4.469559414,0.12080163,32.15682536,7.09E-227,2.10E-223,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16790.t1a,92.34067082,4.465381234,0.196081998,19.78977552,3.65E-87,6.00E-85,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21642.t2a,23.62333963,4.443097828,0.254529657,15.15790092,6.72E-52,4.51E-50,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g5633.t1,43.66403124,4.389633871,0.226443115,16.80188583,2.36E-63,2.15E-61,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9402.t1,12.16002153,4.371391461,0.33706903,11.23339324,2.80E-29,1.01E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16643.t1,44.85384742,4.35141831,0.178899514,21.05347149,2.13E-98,4.55E-96,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4689.t1,26.49735156,4.338806037,0.295345436,12.7100103,5.20E-37,2.37E-35,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23655.t1,15.57577718,4.304974035,0.260630265,14.27313723,3.22E-46,1.86E-44,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20383.t1,107.7542361,4.279872196,0.466820422,7.915055818,2.47E-15,5.83E-14,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8802.t1,14.29091992,4.272027365,0.294692386,12.51157153,6.45E-36,2.80E-34,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g8173.t1,12.01901178,4.26188627,0.306295068,12.00451511,3.36E-33,1.35E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23243.t1,45.34949404,4.253563338,0.344242996,10.65700939,1.62E-26,5.37E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g15242.t1,49.02315663,4.190421346,0.30031215,12.00570421,3.32E-33,1.33E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5085.t1,40.5493568,4.176272253,0.166535237,21.56486413,3.84E-103,9.35E-101,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g24545.t1,37.02197348,4.165045599,0.19866286,18.02089778,1.34E-72,1.57E-70,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9582.t1,66.88857728,4.158422062,0.198434835,18.00822702,1.68E-72,1.95E-70,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16977.t1,116.3718797,4.156169895,0.169251808,21.09996605,7.96E-99,1.75E-96,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g14424.t1,159.5184334,4.147600041,0.232450504,15.32643503,5.09E-53,3.44E-51,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16734.t1,26.91032086,4.137049964,0.262016658,13.5567238,7.23E-42,3.69E-40,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g4634.t1,55.65723431,4.128055962,0.251919308,14.06439821,6.29E-45,3.47E-43,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11970.t1,256.3392886,4.12501512,0.125971355,28.10204447,9.25E-174,7.83E-171,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16978.t1,40.09446677,4.09898016,0.217504231,16.15608873,1.03E-58,8.09E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25666.t1,125.4695935,4.086063649,0.138339208,25.30809016,2.60E-141,1.45E-138,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5834.t1,11.13775359,4.067641384,0.310107955,11.23053708,2.89E-29,1.04E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g17663.t1,70.25548249,4.05212005,0.582127638,5.956009169,2.58E-09,4.51E-08,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.23676_t,19.823213,4.029761808,0.238725011,14.42998913,3.35E-47,2.01E-45,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25082.t1,16.60517217,4.010981604,0.265667605,12.89588583,4.75E-38,2.21E-36,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24240.t1,52.45178745,3.983202237,0.179696469,18.9109989,9.26E-80,1.31E-77,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g8278.t1,19.53197765,3.982142349,0.311993775,10.88861419,1.31E-27,4.45E-26,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20360.t1,417.980984,3.955657726,0.113356628,29.73531662,2.69E-194,2.81E-191,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g21794.t1,17.85923331,3.949859711,0.279937903,12.02015582,2.78E-33,1.13E-31,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14829.t1,13.90661318,3.927694198,0.292333806,11.43463954,2.81E-30,1.04E-28,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17775.t1,23.72678577,3.913819515,0.269232318,12.36425491,4.08E-35,1.75E-33,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17354.t1,53.14651392,3.912950657,0.225617246,14.75059296,3.05E-49,1.91E-47,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g26995.t1,16.07872413,3.900913489,0.271346803,12.22034295,2.42E-34,1.01E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9469.t1,65.29272315,3.867074455,0.157354742,20.8580429,1.29E-96,2.73E-94,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.22525_t,14.90327899,3.858266412,0.403250916,8.11728823,4.77E-16,1.15E-14,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18176.t2,22.39091146,3.847819149,0.380722223,8.570176494,1.03E-17,2.63E-16,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.27608_t,18.41532453,3.840023659,0.264995103,12.28347666,1.11E-34,4.70E-33,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16350.t1,14.20790587,3.834733559,0.263650598,12.32605231,6.56E-35,2.78E-33,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20919.t1,27.18033685,3.827753045,0.29197458,11.10641392,1.17E-28,4.12E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g4359.t1c,22.29260574,3.802990282,0.248023156,12.97470702,1.70E-38,8.05E-37,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29334.t1,12.25426603,3.795438151,0.338228102,9.492042889,2.27E-21,6.53E-20,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20387.t1,39.03572175,3.788043263,0.448859315,7.136046099,9.61E-13,2.01E-11,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g11575.t1,62.98267644,3.756103314,0.17686759,17.92946244,6.94E-72,7.91E-70,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2567.t1,56.23764477,3.750268686,0.169767733,18.64492232,1.39E-77,1.86E-75,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g28447.t1,35.67099255,3.741082167,0.186992715,16.8783028,6.50E-64,5.98E-62,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2566.t1d,38.07199832,3.734562091,0.200824621,15.6833339,1.97E-55,1.43E-53,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g23541.t1a,57.81325175,3.733928751,0.180793469,17.41747785,6.08E-68,6.36E-66,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g22402.t1,23.9143474,3.730909651,0.218040169,14.42829166,3.43E-47,2.06E-45,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g656.t1,64.14212282,3.730105523,0.173612974,18.11582945,2.39E-73,2.87E-71,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17726.t1,19.91940231,3.696989424,0.258368769,12.04490364,2.06E-33,8.43E-32,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16673.t1,109.392279,3.687204476,0.163134518,19.01646577,1.25E-80,1.80E-78,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g5303.t1,61.15864371,3.677043416,0.23527643,13.14233182,1.88E-39,9.07E-38,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19810.t1,27.57164995,3.659588983,0.218484344,14.07252544,5.60E-45,3.11E-43,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7334.t1,253.9963988,3.652571544,0.355776676,8.622288214,6.56E-18,1.69E-16,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g31214.t1,103.5102586,3.63208813,0.636302296,4.788801877,1.68E-06,2.41E-05,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g29592.t1,109.3245315,3.625676445,0.413759477,7.348989238,2.00E-13,4.32E-12,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14866.t1,13.09397582,3.604431821,0.284871581,10.59940521,3.00E-26,9.85E-25,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23478.t1,15.66052587,3.591278967,0.30573014,9.833235492,8.10E-23,2.40E-21,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14564.t1,25.76950524,3.587192665,0.184582812,16.26494972,1.75E-59,1.43E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23592.t1,27.19701706,3.582512388,0.18828744,15.92007351,4.60E-57,3.46E-55,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g17715.t1,16.70927147,3.558028357,0.268195539,11.0854411,1.48E-28,5.16E-27,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14826.t1,12.49536076,3.553592323,0.286576604,10.35893991,3.81E-25,1.21E-23,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25665.t1,35.76265285,3.54573157,0.221730163,13.35302795,1.14E-40,5.62E-39,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16730.t1,42.51659651,3.542101567,0.182352909,16.2165719,3.85E-59,3.10E-57,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g6490.t1,57.09406719,3.524555423,0.179851833,16.34452578,4.76E-60,3.90E-58,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23600.t1,364.9795325,3.516205213,0.147642605,19.85363722,1.03E-87,1.74E-85,Up.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3044.t1,17.75236202,3.486640747,0.384653833,7.543609344,4.57E-14,1.02E-12,Up.Group2_v_Group6
